Time	ResultSignal
0.1085	0.871107
0.10851	0.90033
0.10852	0.92821
0.10853	0.954752
0.10854	0.979961
0.10855	1.00384
0.10856	1.02641
0.10857	1.04768
0.10858	1.06765
0.10859	1.08636
0.1086	1.10381
0.10861	1.12003
0.10862	1.13504
0.10863	1.14887
0.10864	1.16154
0.10865	1.17308
0.10866	1.18353
0.10867	1.19291
0.10868	1.20127
0.10869	1.20863
0.1087	1.21504
0.10871	1.22053
0.10872	1.22514
0.10873	1.22892
0.10874	1.23191
0.10875	1.23415
0.10876	1.2357
0.10877	1.23659
0.10878	1.23688
0.10879	1.2366
0.1088	1.23583
0.10881	1.23459
0.10882	1.23295
0.10883	1.23096
0.10884	1.22866
0.10885	1.22611
0.10886	1.22336
0.10887	1.22047
0.10888	1.21749
0.10889	1.21446
0.1089	1.21145
0.10891	1.2085
0.10892	1.20568
0.10893	1.20302
0.10894	1.20058
0.10895	1.19841
0.10896	1.19656
0.10897	1.19509
0.10898	1.19403
0.10899	1.19344
0.109	1.19337
0.10901	1.19385
0.10902	1.19493
0.10903	1.19666
0.10904	1.19908
0.10905	1.20223
0.10906	1.20614
0.10907	1.21086
0.10908	1.21641
0.10909	1.22284
0.1091	1.23017
0.10911	1.23843
0.10912	1.24765
0.10913	1.25787
0.10914	1.26909
0.10915	1.28135
0.10916	1.29466
0.10917	1.30905
0.10918	1.32452
0.10919	1.34108
0.1092	1.35876
0.10921	1.37755
0.10922	1.39747
0.10923	1.41852
0.10924	1.44069
0.10925	1.46399
0.10926	1.48841
0.10927	1.51395
0.10928	1.54059
0.10929	1.56833
0.1093	1.59715
0.10931	1.62703
0.10932	1.65796
0.10933	1.68992
0.10934	1.72287
0.10935	1.7568
0.10936	1.79168
0.10937	1.82747
0.10938	1.86414
0.10939	1.90166
0.1094	1.93999
0.10941	1.97908
0.10942	2.01891
0.10943	2.05941
0.10944	2.10056
0.10945	2.14229
0.10946	2.18456
0.10947	2.22732
0.10948	2.27051
0.10949	2.31409
0.1095	2.35799
0.10951	2.40215
0.10952	2.44653
0.10953	2.49105
0.10954	2.53565
0.10955	2.58028
0.10956	2.62487
0.10957	2.66936
0.10958	2.71367
0.10959	2.75776
0.1096	2.80154
0.10961	2.84496
0.10962	2.88795
0.10963	2.93043
0.10964	2.97236
0.10965	3.01365
0.10966	3.05424
0.10967	3.09407
0.10968	3.13307
0.10969	3.17118
0.1097	3.20833
0.10971	3.24445
0.10972	3.2795
0.10973	3.3134
0.10974	3.3461
0.10975	3.37754
0.10976	3.40765
0.10977	3.4364
0.10978	3.46371
0.10979	3.48954
0.1098	3.51384
0.10981	3.53656
0.10982	3.55765
0.10983	3.57707
0.10984	3.59478
0.10985	3.61074
0.10986	3.6249
0.10987	3.63725
0.10988	3.64774
0.10989	3.65634
0.1099	3.66303
0.10991	3.66778
0.10992	3.67057
0.10993	3.67139
0.10994	3.67021
0.10995	3.66703
0.10996	3.66184
0.10997	3.65462
0.10998	3.64538
0.10999	3.63412
0.11	3.62083
0.11001	3.60553
0.11002	3.58821
0.11003	3.5689
0.11004	3.54761
0.11005	3.52435
0.11006	3.49915
0.11007	3.47203
0.11008	3.44301
0.11009	3.41213
0.1101	3.37941
0.11011	3.3449
0.11012	3.30862
0.11013	3.27063
0.11014	3.23095
0.11015	3.18965
0.11016	3.14676
0.11017	3.10233
0.11018	3.05642
0.11019	3.00908
0.1102	2.96037
0.11021	2.91034
0.11022	2.85905
0.11023	2.80658
0.11024	2.75297
0.11025	2.6983
0.11026	2.64262
0.11027	2.58602
0.11028	2.52855
0.11029	2.47028
0.1103	2.41129
0.11031	2.35164
0.11032	2.29141
0.11033	2.23067
0.11034	2.16949
0.11035	2.10794
0.11036	2.04609
0.11037	1.98402
0.11038	1.9218
0.11039	1.8595
0.1104	1.79718
0.11041	1.73493
0.11042	1.67281
0.11043	1.61088
0.11044	1.54922
0.11045	1.48789
0.11046	1.42695
0.11047	1.36648
0.11048	1.30653
0.11049	1.24716
0.1105	1.18844
0.11051	1.13041
0.11052	1.07313
0.11053	1.01667
0.11054	0.961056
0.11055	0.906354
0.11056	0.852605
0.11057	0.799853
0.11058	0.748142
0.11059	0.697509
0.1106	0.647993
0.11061	0.599628
0.11062	0.552446
0.11063	0.506476
0.11064	0.461745
0.11065	0.418277
0.11066	0.376093
0.11067	0.335212
0.11068	0.295651
0.11069	0.257422
0.1107	0.220536
0.11071	0.185002
0.11072	0.150824
0.11073	0.118005
0.11074	0.0865463
0.11075	0.0564446
0.11076	0.0276954
0.11077	0.000291314
0.11078	-0.0257773
0.11079	-0.0505223
0.1108	-0.0739581
0.11081	-0.0961011
0.11082	-0.11697
0.11083	-0.136585
0.11084	-0.154968
0.11085	-0.172145
0.11086	-0.188141
0.11087	-0.202985
0.11088	-0.216705
0.11089	-0.229332
0.1109	-0.240899
0.11091	-0.25144
0.11092	-0.260988
0.11093	-0.26958
0.11094	-0.277252
0.11095	-0.284042
0.11096	-0.289988
0.11097	-0.295128
0.11098	-0.299502
0.11099	-0.30315
0.111	-0.306111
0.11101	-0.308426
0.11102	-0.310133
0.11103	-0.311274
0.11104	-0.311888
0.11105	-0.312015
0.11106	-0.311693
0.11107	-0.310961
0.11108	-0.309856
0.11109	-0.308417
0.1111	-0.30668
0.11111	-0.304679
0.11112	-0.30245
0.11113	-0.300026
0.11114	-0.297439
0.11115	-0.294721
0.11116	-0.291901
0.11117	-0.289007
0.11118	-0.286068
0.11119	-0.283108
0.1112	-0.280152
0.11121	-0.277223
0.11122	-0.274341
0.11123	-0.271525
0.11124	-0.268794
0.11125	-0.266164
0.11126	-0.263649
0.11127	-0.261261
0.11128	-0.259013
0.11129	-0.256912
0.1113	-0.254967
0.11131	-0.253183
0.11132	-0.251566
0.11133	-0.250117
0.11134	-0.248838
0.11135	-0.247728
0.11136	-0.246784
0.11137	-0.246005
0.11138	-0.245383
0.11139	-0.244914
0.1114	-0.244589
0.11141	-0.2444
0.11142	-0.244335
0.11143	-0.244384
0.11144	-0.244534
0.11145	-0.244773
0.11146	-0.245085
0.11147	-0.245455
0.11148	-0.245868
0.11149	-0.246307
0.1115	-0.246755
0.11151	-0.247194
0.11152	-0.247606
0.11153	-0.247974
0.11154	-0.248278
0.11155	-0.248501
0.11156	-0.248623
0.11157	-0.248626
0.11158	-0.248492
0.11159	-0.248202
0.1116	-0.24774
0.11161	-0.247088
0.11162	-0.246229
0.11163	-0.245148
0.11164	-0.243828
0.11165	-0.242257
0.11166	-0.240419
0.11167	-0.238302
0.11168	-0.235896
0.11169	-0.233189
0.1117	-0.230172
0.11171	-0.226837
0.11172	-0.223177
0.11173	-0.219187
0.11174	-0.214863
0.11175	-0.210202
0.11176	-0.205204
0.11177	-0.199868
0.11178	-0.194197
0.11179	-0.188195
0.1118	-0.181866
0.11181	-0.175217
0.11182	-0.168257
0.11183	-0.160996
0.11184	-0.153446
0.11185	-0.145619
0.11186	-0.137532
0.11187	-0.129199
0.11188	-0.120641
0.11189	-0.111875
0.1119	-0.102924
0.11191	-0.0938094
0.11192	-0.0845558
0.11193	-0.0751884
0.11194	-0.065734
0.11195	-0.0562205
0.11196	-0.0466771
0.11197	-0.037134
0.11198	-0.0276226
0.11199	-0.0181752
0.112	-0.00882492
0.11201	0.000394193
0.11202	0.00944742
0.11203	0.0182994
0.11204	0.0269142
0.11205	0.0352556
0.11206	0.0432868
0.11207	0.0509709
0.11208	0.0582709
0.11209	0.0651495
0.1121	0.0715699
0.11211	0.077495
0.11212	0.0828883
0.11213	0.0877136
0.11214	0.0919351
0.11215	0.0955177
0.11216	0.098427
0.11217	0.100629
0.11218	0.102092
0.11219	0.102782
0.1122	0.102671
0.11221	0.101728
0.11222	0.0999251
0.11223	0.0972355
0.11224	0.0936341
0.11225	0.0890968
0.11226	0.0836017
0.11227	0.0771282
0.11228	0.0696577
0.11229	0.0611735
0.1123	0.0516604
0.11231	0.0411058
0.11232	0.0294985
0.11233	0.0168299
0.11234	0.00309308
0.11235	-0.0117164
0.11236	-0.027601
0.11237	-0.0445608
0.11238	-0.0625938
0.11239	-0.0816957
0.1124	-0.10186
0.11241	-0.123077
0.11242	-0.145337
0.11243	-0.168627
0.11244	-0.192929
0.11245	-0.218227
0.11246	-0.244501
0.11247	-0.271728
0.11248	-0.299884
0.11249	-0.328944
0.1125	-0.358877
0.11251	-0.389655
0.11252	-0.421245
0.11253	-0.453613
0.11254	-0.486722
0.11255	-0.520536
0.11256	-0.555015
0.11257	-0.590118
0.11258	-0.625803
0.11259	-0.662026
0.1126	-0.698743
0.11261	-0.735908
0.11262	-0.773474
0.11263	-0.811392
0.11264	-0.849614
0.11265	-0.88809
0.11266	-0.926769
0.11267	-0.965602
0.11268	-1.00454
0.11269	-1.04352
0.1127	-1.08251
0.11271	-1.12144
0.11272	-1.16026
0.11273	-1.19894
0.11274	-1.2374
0.11275	-1.27561
0.11276	-1.31351
0.11277	-1.35105
0.11278	-1.38818
0.11279	-1.42487
0.1128	-1.46105
0.11281	-1.49669
0.11282	-1.53173
0.11283	-1.56614
0.11284	-1.59988
0.11285	-1.63289
0.11286	-1.66516
0.11287	-1.69663
0.11288	-1.72727
0.11289	-1.75705
0.1129	-1.78594
0.11291	-1.8139
0.11292	-1.84091
0.11293	-1.86694
0.11294	-1.89198
0.11295	-1.91599
0.11296	-1.93895
0.11297	-1.96086
0.11298	-1.9817
0.11299	-2.00144
0.113	-2.02009
0.11301	-2.03764
0.11302	-2.05407
0.11303	-2.06939
0.11304	-2.08359
0.11305	-2.09667
0.11306	-2.10865
0.11307	-2.11951
0.11308	-2.12928
0.11309	-2.13796
0.1131	-2.14556
0.11311	-2.15209
0.11312	-2.15758
0.11313	-2.16204
0.11314	-2.16548
0.11315	-2.16794
0.11316	-2.16943
0.11317	-2.16999
0.11318	-2.16962
0.11319	-2.16837
0.1132	-2.16627
0.11321	-2.16334
0.11322	-2.15961
0.11323	-2.15512
0.11324	-2.14991
0.11325	-2.14401
0.11326	-2.13745
0.11327	-2.13027
0.11328	-2.12251
0.11329	-2.1142
0.1133	-2.1054
0.11331	-2.09612
0.11332	-2.08642
0.11333	-2.07632
0.11334	-2.06588
0.11335	-2.05513
0.11336	-2.04411
0.11337	-2.03285
0.11338	-2.0214
0.11339	-2.00978
0.1134	-1.99805
0.11341	-1.98624
0.11342	-1.97437
0.11343	-1.96249
0.11344	-1.95063
0.11345	-1.93882
0.11346	-1.9271
0.11347	-1.91549
0.11348	-1.90402
0.11349	-1.89273
0.1135	-1.88164
0.11351	-1.87077
0.11352	-1.86015
0.11353	-1.8498
0.11354	-1.83974
0.11355	-1.83
0.11356	-1.82059
0.11357	-1.81152
0.11358	-1.80281
0.11359	-1.79447
0.1136	-1.78653
0.11361	-1.77897
0.11362	-1.77182
0.11363	-1.76508
0.11364	-1.75876
0.11365	-1.75285
0.11366	-1.74737
0.11367	-1.74231
0.11368	-1.73767
0.11369	-1.73344
0.1137	-1.72963
0.11371	-1.72623
0.11372	-1.72322
0.11373	-1.72062
0.11374	-1.71839
0.11375	-1.71655
0.11376	-1.71506
0.11377	-1.71393
0.11378	-1.71313
0.11379	-1.71265
0.1138	-1.71249
0.11381	-1.71261
0.11382	-1.71302
0.11383	-1.71368
0.11384	-1.71458
0.11385	-1.71571
0.11386	-1.71704
0.11387	-1.71856
0.11388	-1.72025
0.11389	-1.72209
0.1139	-1.72406
0.11391	-1.72615
0.11392	-1.72833
0.11393	-1.73059
0.11394	-1.7329
0.11395	-1.73526
0.11396	-1.73764
0.11397	-1.74004
0.11398	-1.74242
0.11399	-1.74478
0.114	-1.74711
0.11401	-1.74939
0.11402	-1.7516
0.11403	-1.75375
0.11404	-1.7558
0.11405	-1.75777
0.11406	-1.75963
0.11407	-1.76138
0.11408	-1.76302
0.11409	-1.76453
0.1141	-1.76592
0.11411	-1.76719
0.11412	-1.76832
0.11413	-1.76933
0.11414	-1.7702
0.11415	-1.77095
0.11416	-1.77158
0.11417	-1.77209
0.11418	-1.77249
0.11419	-1.77279
0.1142	-1.77299
0.11421	-1.7731
0.11422	-1.77314
0.11423	-1.77312
0.11424	-1.77305
0.11425	-1.77294
0.11426	-1.7728
0.11427	-1.77267
0.11428	-1.77254
0.11429	-1.77245
0.1143	-1.7724
0.11431	-1.77242
0.11432	-1.77253
0.11433	-1.77275
0.11434	-1.77309
0.11435	-1.77358
0.11436	-1.77425
0.11437	-1.7751
0.11438	-1.77618
0.11439	-1.77749
0.1144	-1.77906
0.11441	-1.78091
0.11442	-1.78307
0.11443	-1.78556
0.11444	-1.7884
0.11445	-1.7916
0.11446	-1.7952
0.11447	-1.79921
0.11448	-1.80365
0.11449	-1.80854
0.1145	-1.8139
0.11451	-1.81975
0.11452	-1.8261
0.11453	-1.83297
0.11454	-1.84037
0.11455	-1.84833
0.11456	-1.85684
0.11457	-1.86593
0.11458	-1.8756
0.11459	-1.88586
0.1146	-1.89672
0.11461	-1.90819
0.11462	-1.92026
0.11463	-1.93295
0.11464	-1.94625
0.11465	-1.96017
0.11466	-1.9747
0.11467	-1.98984
0.11468	-2.00559
0.11469	-2.02194
0.1147	-2.03888
0.11471	-2.05641
0.11472	-2.07451
0.11473	-2.09317
0.11474	-2.11238
0.11475	-2.13212
0.11476	-2.15237
0.11477	-2.17313
0.11478	-2.19436
0.11479	-2.21604
0.1148	-2.23816
0.11481	-2.2607
0.11482	-2.28361
0.11483	-2.30689
0.11484	-2.3305
0.11485	-2.35442
0.11486	-2.3786
0.11487	-2.40304
0.11488	-2.42769
0.11489	-2.45252
0.1149	-2.4775
0.11491	-2.50259
0.11492	-2.52777
0.11493	-2.553
0.11494	-2.57824
0.11495	-2.60346
0.11496	-2.62862
0.11497	-2.65369
0.11498	-2.67864
0.11499	-2.70342
0.115	-2.72801
0.11501	-2.75237
0.11502	-2.77646
0.11503	-2.80025
0.11504	-2.82371
0.11505	-2.8468
0.11506	-2.86949
0.11507	-2.89175
0.11508	-2.91355
0.11509	-2.93486
0.1151	-2.95565
0.11511	-2.97589
0.11512	-2.99556
0.11513	-3.01462
0.11514	-3.03306
0.11515	-3.05086
0.11516	-3.06798
0.11517	-3.08441
0.11518	-3.10014
0.11519	-3.11514
0.1152	-3.12939
0.11521	-3.14289
0.11522	-3.15562
0.11523	-3.16757
0.11524	-3.17873
0.11525	-3.1891
0.11526	-3.19865
0.11527	-3.2074
0.11528	-3.21534
0.11529	-3.22247
0.1153	-3.22878
0.11531	-3.23429
0.11532	-3.23899
0.11533	-3.24289
0.11534	-3.24599
0.11535	-3.24831
0.11536	-3.24986
0.11537	-3.25064
0.11538	-3.25067
0.11539	-3.24997
0.1154	-3.24854
0.11541	-3.24642
0.11542	-3.2436
0.11543	-3.24013
0.11544	-3.23601
0.11545	-3.23126
0.11546	-3.22591
0.11547	-3.21999
0.11548	-3.21351
0.11549	-3.20651
0.1155	-3.199
0.11551	-3.19102
0.11552	-3.18259
0.11553	-3.17374
0.11554	-3.16449
0.11555	-3.15487
0.11556	-3.14492
0.11557	-3.13465
0.11558	-3.12411
0.11559	-3.11331
0.1156	-3.10228
0.11561	-3.09105
0.11562	-3.07966
0.11563	-3.06811
0.11564	-3.05645
0.11565	-3.0447
0.11566	-3.03288
0.11567	-3.02102
0.11568	-3.00913
0.11569	-2.99726
0.1157	-2.98541
0.11571	-2.97361
0.11572	-2.96187
0.11573	-2.95023
0.11574	-2.93868
0.11575	-2.92727
0.11576	-2.91599
0.11577	-2.90486
0.11578	-2.8939
0.11579	-2.88311
0.1158	-2.87252
0.11581	-2.86213
0.11582	-2.85194
0.11583	-2.84197
0.11584	-2.83221
0.11585	-2.82269
0.11586	-2.81338
0.11587	-2.80431
0.11588	-2.79547
0.11589	-2.78685
0.1159	-2.77846
0.11591	-2.77029
0.11592	-2.76234
0.11593	-2.75461
0.11594	-2.74707
0.11595	-2.73974
0.11596	-2.7326
0.11597	-2.72563
0.11598	-2.71884
0.11599	-2.7122
0.116	-2.7057
0.11601	-2.69934
0.11602	-2.69309
0.11603	-2.68695
0.11604	-2.6809
0.11605	-2.67492
0.11606	-2.669
0.11607	-2.66312
0.11608	-2.65727
0.11609	-2.65143
0.1161	-2.64558
0.11611	-2.63971
0.11612	-2.6338
0.11613	-2.62784
0.11614	-2.6218
0.11615	-2.61569
0.11616	-2.60947
0.11617	-2.60314
0.11618	-2.59668
0.11619	-2.59009
0.1162	-2.58334
0.11621	-2.57643
0.11622	-2.56934
0.11623	-2.56208
0.11624	-2.55462
0.11625	-2.54696
0.11626	-2.5391
0.11627	-2.53103
0.11628	-2.52275
0.11629	-2.51426
0.1163	-2.50554
0.11631	-2.49662
0.11632	-2.48748
0.11633	-2.47813
0.11634	-2.46858
0.11635	-2.45884
0.11636	-2.4489
0.11637	-2.43878
0.11638	-2.4285
0.11639	-2.41806
0.1164	-2.40748
0.11641	-2.39677
0.11642	-2.38596
0.11643	-2.37506
0.11644	-2.36409
0.11645	-2.35307
0.11646	-2.34204
0.11647	-2.331
0.11648	-2.32
0.11649	-2.30905
0.1165	-2.29819
0.11651	-2.28745
0.11652	-2.27685
0.11653	-2.26644
0.11654	-2.25623
0.11655	-2.24628
0.11656	-2.23661
0.11657	-2.22726
0.11658	-2.21826
0.11659	-2.20966
0.1166	-2.2015
0.11661	-2.1938
0.11662	-2.18661
0.11663	-2.17997
0.11664	-2.17392
0.11665	-2.1685
0.11666	-2.16374
0.11667	-2.15969
0.11668	-2.15639
0.11669	-2.15386
0.1167	-2.15216
0.11671	-2.15132
0.11672	-2.15138
0.11673	-2.15237
0.11674	-2.15432
0.11675	-2.15728
0.11676	-2.16127
0.11677	-2.16633
0.11678	-2.17248
0.11679	-2.17976
0.1168	-2.1882
0.11681	-2.19782
0.11682	-2.20864
0.11683	-2.22069
0.11684	-2.23398
0.11685	-2.24855
0.11686	-2.26439
0.11687	-2.28154
0.11688	-2.3
0.11689	-2.31978
0.1169	-2.34089
0.11691	-2.36334
0.11692	-2.38712
0.11693	-2.41225
0.11694	-2.43871
0.11695	-2.46651
0.11696	-2.49564
0.11697	-2.52609
0.11698	-2.55784
0.11699	-2.59089
0.117	-2.62522
0.11701	-2.6608
0.11702	-2.69762
0.11703	-2.73565
0.11704	-2.77486
0.11705	-2.81522
0.11706	-2.85671
0.11707	-2.89928
0.11708	-2.9429
0.11709	-2.98752
0.1171	-3.03312
0.11711	-3.07964
0.11712	-3.12703
0.11713	-3.17525
0.11714	-3.22425
0.11715	-3.27397
0.11716	-3.32436
0.11717	-3.37535
0.11718	-3.4269
0.11719	-3.47894
0.1172	-3.53141
0.11721	-3.58425
0.11722	-3.63739
0.11723	-3.69076
0.11724	-3.7443
0.11725	-3.79794
0.11726	-3.85161
0.11727	-3.90523
0.11728	-3.95874
0.11729	-4.01207
0.1173	-4.06514
0.11731	-4.11789
0.11732	-4.17023
0.11733	-4.22209
0.11734	-4.27341
0.11735	-4.3241
0.11736	-4.37411
0.11737	-4.42334
0.11738	-4.47174
0.11739	-4.51923
0.1174	-4.56575
0.11741	-4.61121
0.11742	-4.65556
0.11743	-4.69872
0.11744	-4.74064
0.11745	-4.78124
0.11746	-4.82046
0.11747	-4.85824
0.11748	-4.89453
0.11749	-4.92925
0.1175	-4.96237
0.11751	-4.99382
0.11752	-5.02355
0.11753	-5.05151
0.11754	-5.07765
0.11755	-5.10193
0.11756	-5.1243
0.11757	-5.14473
0.11758	-5.16318
0.11759	-5.17961
0.1176	-5.19399
0.11761	-5.20628
0.11762	-5.21647
0.11763	-5.22453
0.11764	-5.23043
0.11765	-5.23416
0.11766	-5.2357
0.11767	-5.23505
0.11768	-5.23218
0.11769	-5.2271
0.1177	-5.21979
0.11771	-5.21027
0.11772	-5.19852
0.11773	-5.18457
0.11774	-5.1684
0.11775	-5.15005
0.11776	-5.12951
0.11777	-5.1068
0.11778	-5.08196
0.11779	-5.05499
0.1178	-5.02592
0.11781	-4.99479
0.11782	-4.96161
0.11783	-4.92643
0.11784	-4.88928
0.11785	-4.8502
0.11786	-4.80923
0.11787	-4.76641
0.11788	-4.72178
0.11789	-4.6754
0.1179	-4.62731
0.11791	-4.57756
0.11792	-4.52621
0.11793	-4.4733
0.11794	-4.41891
0.11795	-4.36308
0.11796	-4.30588
0.11797	-4.24736
0.11798	-4.1876
0.11799	-4.12664
0.118	-4.06456
0.11801	-4.00142
0.11802	-3.9373
0.11803	-3.87224
0.11804	-3.80634
0.11805	-3.73964
0.11806	-3.67223
0.11807	-3.60416
0.11808	-3.53552
0.11809	-3.46636
0.1181	-3.39677
0.11811	-3.3268
0.11812	-3.25653
0.11813	-3.18603
0.11814	-3.11536
0.11815	-3.04459
0.11816	-2.9738
0.11817	-2.90304
0.11818	-2.83239
0.11819	-2.7619
0.1182	-2.69165
0.11821	-2.62168
0.11822	-2.55208
0.11823	-2.48289
0.11824	-2.41417
0.11825	-2.34599
0.11826	-2.2784
0.11827	-2.21145
0.11828	-2.14519
0.11829	-2.07968
0.1183	-2.01496
0.11831	-1.95109
0.11832	-1.88811
0.11833	-1.82605
0.11834	-1.76497
0.11835	-1.7049
0.11836	-1.64587
0.11837	-1.58793
0.11838	-1.5311
0.11839	-1.47542
0.1184	-1.42091
0.11841	-1.36761
0.11842	-1.31552
0.11843	-1.26468
0.11844	-1.2151
0.11845	-1.1668
0.11846	-1.11979
0.11847	-1.07408
0.11848	-1.02968
0.11849	-0.986608
0.1185	-0.944855
0.11851	-0.904427
0.11852	-0.865323
0.11853	-0.827539
0.11854	-0.791072
0.11855	-0.755913
0.11856	-0.722051
0.11857	-0.689476
0.11858	-0.658172
0.11859	-0.628122
0.1186	-0.599309
0.11861	-0.57171
0.11862	-0.545304
0.11863	-0.520064
0.11864	-0.495964
0.11865	-0.472975
0.11866	-0.451066
0.11867	-0.430205
0.11868	-0.410357
0.11869	-0.391486
0.1187	-0.373555
0.11871	-0.356525
0.11872	-0.340355
0.11873	-0.325003
0.11874	-0.310426
0.11875	-0.29658
0.11876	-0.283418
0.11877	-0.270895
0.11878	-0.258962
0.11879	-0.24757
0.1188	-0.236672
0.11881	-0.226215
0.11882	-0.216151
0.11883	-0.206426
0.11884	-0.19699
0.11885	-0.18779
0.11886	-0.178775
0.11887	-0.169891
0.11888	-0.161086
0.11889	-0.152307
0.1189	-0.143501
0.11891	-0.134617
0.11892	-0.125603
0.11893	-0.116406
0.11894	-0.106975
0.11895	-0.0972599
0.11896	-0.0872108
0.11897	-0.0767783
0.11898	-0.0659141
0.11899	-0.0545708
0.119	-0.042702
0.11901	-0.0302622
0.11902	-0.0172076
0.11903	-0.0034952
0.11904	0.0109164
0.11905	0.0260673
0.11906	0.0419959
0.11907	0.0587392
0.11908	0.0763324
0.11909	0.0948089
0.1191	0.114201
0.11911	0.134537
0.11912	0.155846
0.11913	0.178154
0.11914	0.201485
0.11915	0.225859
0.11916	0.251298
0.11917	0.277817
0.11918	0.305433
0.11919	0.334157
0.1192	0.364001
0.11921	0.394972
0.11922	0.427076
0.11923	0.460316
0.11924	0.494694
0.11925	0.530207
0.11926	0.566852
0.11927	0.604621
0.11928	0.643506
0.11929	0.683495
0.1193	0.724574
0.11931	0.766726
0.11932	0.809932
0.11933	0.854172
0.11934	0.89942
0.11935	0.945651
0.11936	0.992836
0.11937	1.04094
0.11938	1.08994
0.11939	1.13979
0.1194	1.19046
0.11941	1.2419
0.11942	1.29408
0.11943	1.34695
0.11944	1.40046
0.11945	1.45457
0.11946	1.50923
0.11947	1.56437
0.11948	1.61997
0.11949	1.67594
0.1195	1.73225
0.11951	1.78883
0.11952	1.84562
0.11953	1.90257
0.11954	1.95961
0.11955	2.01668
0.11956	2.07371
0.11957	2.13064
0.11958	2.18742
0.11959	2.24396
0.1196	2.30021
0.11961	2.3561
0.11962	2.41156
0.11963	2.46652
0.11964	2.52093
0.11965	2.57471
0.11966	2.62779
0.11967	2.68012
0.11968	2.73162
0.11969	2.78223
0.1197	2.83189
0.11971	2.88053
0.11972	2.9281
0.11973	2.97452
0.11974	3.01974
0.11975	3.0637
0.11976	3.10635
0.11977	3.14762
0.11978	3.18747
0.11979	3.22584
0.1198	3.26268
0.11981	3.29794
0.11982	3.33157
0.11983	3.36354
0.11984	3.3938
0.11985	3.42231
0.11986	3.44903
0.11987	3.47393
0.11988	3.49697
0.11989	3.51813
0.1199	3.53738
0.11991	3.55469
0.11992	3.57005
0.11993	3.58343
0.11994	3.59482
0.11995	3.6042
0.11996	3.61157
0.11997	3.61693
0.11998	3.62025
0.11999	3.62155
0.12	3.62083
0.12001	3.61809
0.12002	3.61335
0.12003	3.6066
0.12004	3.59787
0.12005	3.58718
0.12006	3.57454
0.12007	3.55998
0.12008	3.54353
0.12009	3.52521
0.1201	3.50505
0.12011	3.4831
0.12012	3.45938
0.12013	3.43394
0.12014	3.40683
0.12015	3.37807
0.12016	3.34773
0.12017	3.31586
0.12018	3.28249
0.12019	3.2477
